name,slottime_GMT,slottype,slotavg,pointTitle
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 15:00:00,H,85468.0025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 16:00:00,H,92565.755,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 17:00:00,H,91559.385,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 18:00:00,H,84452.6975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 19:00:00,H,84317.685,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 20:00:00,H,86706.615,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 21:00:00,H,91406.91,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 22:00:00,H,98260.735,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-01 23:00:00,H,101967.8,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 00:00:00,H,98876.3,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 01:00:00,H,99332.725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 02:00:00,H,98375.89,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 03:00:00,H,96347.2625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 04:00:00,H,97608.7925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 05:00:00,H,98846.82,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 06:00:00,H,100873.155,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 07:00:00,H,105964.3,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 08:00:00,H,108414.2,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 09:00:00,H,110357.2,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 10:00:00,H,111598.75,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 11:00:00,H,116178.975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 12:00:00,H,112781.85,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 13:00:00,H,107637.375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 14:00:00,H,102300.575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 15:00:00,H,98719.83,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 16:00:00,H,91824.3425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 17:00:00,H,86318.3075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 18:00:00,H,80470.1875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 19:00:00,H,75141.44,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 20:00:00,H,72582.9725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 21:00:00,H,70392.74,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 22:00:00,H,74357,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-02 23:00:00,H,79129.1075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 00:00:00,H,81031.125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 01:00:00,H,82709.83,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 02:00:00,H,84034.115,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 03:00:00,H,84526.2175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 04:00:00,H,85851.6675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 05:00:00,H,86425.31,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 06:00:00,H,87779.7025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 07:00:00,H,87016.7325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 08:00:00,H,85388.335,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 09:00:00,H,87615.69,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 10:00:00,H,93638.385,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 11:00:00,H,98393.965,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 12:00:00,H,96337.1,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 13:00:00,H,93913.98,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 14:00:00,H,92739.0675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 15:00:00,H,83681.06,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 16:00:00,H,78138.0525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 17:00:00,H,81323.15,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 18:00:00,H,88325.4675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 19:00:00,H,96061.8,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 20:00:00,H,98973.1425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 21:00:00,H,99455.8025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 22:00:00,H,99018.3175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-03 23:00:00,H,100155.3,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 00:00:00,H,101806.925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 01:00:00,H,101716.825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 02:00:00,H,98483.6425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 03:00:00,H,92933.5575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 04:00:00,H,92274.6075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 05:00:00,H,92526.965,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 06:00:00,H,92289.3475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 07:00:00,H,94615.3,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 08:00:00,H,97964.1275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 09:00:00,H,103134.2,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 10:00:00,H,108689.675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 11:00:00,H,111861.675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 12:00:00,H,111547.4,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 13:00:00,H,107817.05,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 14:00:00,H,102572.4775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 15:00:00,H,95575.835,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 16:00:00,H,87088.1125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 17:00:00,H,80252.565,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 18:00:00,H,77170.8825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 19:00:00,H,73222.37,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 20:00:00,H,71649.2825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 21:00:00,H,72494.5475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 22:00:00,H,75280.3425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-04 23:00:00,H,76759.9875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 00:00:00,H,79753.4175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 01:00:00,H,82523.9225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 02:00:00,H,85597.34,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 03:00:00,H,83807.715,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 04:00:00,H,80396.52,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 05:00:00,H,81771.18,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 06:00:00,H,84032.27,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 07:00:00,H,87820.445,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 08:00:00,H,90060.6275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 09:00:00,H,92205.8575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 10:00:00,H,98976.98,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 11:00:00,H,100840.7625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 12:00:00,H,95568.4075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 13:00:00,H,82470.66,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 14:00:00,H,69213.1225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 15:00:00,H,61487.8425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 16:00:00,H,53195.1025,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 17:00:00,H,47426.4675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 18:00:00,H,45671.7875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 19:00:00,H,43278.445,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 20:00:00,H,41087.08,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 21:00:00,H,40491.7275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 22:00:00,H,41143.07,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-05 23:00:00,H,43260.9975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 00:00:00,H,46156.47,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 01:00:00,H,46688.9975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 02:00:00,H,49763.43,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 03:00:00,H,51652.5975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 04:00:00,H,52944.0875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 05:00:00,H,54473.12,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 06:00:00,H,57238.0825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 07:00:00,H,60638.6,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 08:00:00,H,62355.565,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 09:00:00,H,68634.9925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 10:00:00,H,74889.745,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 11:00:00,H,76950.8975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 12:00:00,H,74329.335,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 13:00:00,H,71917.7725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 14:00:00,H,58900.19,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 15:00:00,H,53390.6125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 16:00:00,H,49544.5475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 17:00:00,H,45783.3425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 18:00:00,H,43464.32,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 19:00:00,H,41724.61,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 20:00:00,H,38923.535,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 21:00:00,H,38393.61,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 22:00:00,H,39796.5,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-06 23:00:00,H,43849.91,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 00:00:00,H,46881.82,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 01:00:00,H,52913.735,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 02:00:00,H,55865.86,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 03:00:00,H,53159.685,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 04:00:00,H,60125.9,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 05:00:00,H,56935.5825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 06:00:00,H,57470.9225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 07:00:00,H,58091.425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 08:00:00,H,64654.3675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 09:00:00,H,65847.4775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 10:00:00,H,66311.57,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 11:00:00,H,69180.2275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 12:00:00,H,69689.485,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 13:00:00,H,72646.3225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 14:00:00,H,71669.8925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 15:00:00,H,68142.865,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 16:00:00,H,67414.5375,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 17:00:00,H,68515.17,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 18:00:00,H,70526.5925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 19:00:00,H,70145.1575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 20:00:00,H,74897.4575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 21:00:00,H,74848.125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 22:00:00,H,75690.41,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-07 23:00:00,H,76707.035,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 00:00:00,H,74842.7675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 01:00:00,H,74258.8525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 02:00:00,H,73525.0725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 03:00:00,H,72811.5275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 04:00:00,H,71590.67,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 05:00:00,H,70926.92,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 06:00:00,H,71636.0125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 07:00:00,H,76070.2525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 08:00:00,H,77243.1725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 09:00:00,H,77881.515,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 10:00:00,H,81624.91,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 11:00:00,H,83171.19,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 12:00:00,H,82599.72,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 13:00:00,H,80188.4775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 14:00:00,H,72869.095,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 15:00:00,H,64894.52,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 16:00:00,H,57717.2075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 17:00:00,H,56445.3525,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 18:00:00,H,52145.23,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 19:00:00,H,51042.595,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 20:00:00,H,51717.25,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 21:00:00,H,52653.4225,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 22:00:00,H,59303.0075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-08 23:00:00,H,60590.5975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 00:00:00,H,63998.8875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 01:00:00,H,70346.5775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 02:00:00,H,71216.56,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 03:00:00,H,68934.5875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 04:00:00,H,66530.4825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 05:00:00,H,68942.9625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 06:00:00,H,72988.3925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 07:00:00,H,75421.92,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 08:00:00,H,78812.5875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 09:00:00,H,79266.7,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 10:00:00,H,84003.1875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 11:00:00,H,85385.515,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 12:00:00,H,80685.55,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 13:00:00,H,76952.8875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 14:00:00,H,80257.425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 15:00:00,H,83324.23,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 16:00:00,H,75014.22,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 17:00:00,H,79403.495,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 18:00:00,H,65619.7,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 19:00:00,H,70447.11,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 20:00:00,H,66038.7425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 21:00:00,H,67394.9575,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 22:00:00,H,75847.9075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-09 23:00:00,H,74133.3325,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 00:00:00,H,74676.3175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 01:00:00,H,78537.2425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 02:00:00,H,80899.8875,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 03:00:00,H,77563,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 04:00:00,H,77845.36,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 05:00:00,H,84822.825,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 06:00:00,H,87829.3925,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 07:00:00,H,88568.7975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 08:00:00,H,92129.6275,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 09:00:00,H,95554.705,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 10:00:00,H,96902.425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 11:00:00,H,99344.0775,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 12:00:00,H,104963.625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 13:00:00,H,98579.0625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 14:00:00,H,92487.5425,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 15:00:00,H,97304.93,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 16:00:00,H,95319.7975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 17:00:00,H,92469.2975,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 18:00:00,H,89460.8625,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 19:00:00,H,90956.03,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 20:00:00,H,91302.3175,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 21:00:00,H,91262.765,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 22:00:00,H,92292.8075,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-10 23:00:00,H,92119.685,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-11 00:00:00,H,92682.5125,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-11 01:00:00,H,89961.7475,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-11 02:00:00,H,89925.4675,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-11 03:00:00,H,87389.7725,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-11 04:00:00,H,85815.265,Total Steam Export
CentralHeatingPlant.STM.TOTAL_EXPORT.MassFlow,2022-04-11 05:00:00,H,85328.74,Total Steam Export
