name,slottime_GMT,slottype,slotavg,pointTitle,,,,
Campus.Elec.Demand_MW,2022-01-01 00:00:00,H,19.214357500,Total Campus Electric Demand,,,,
Campus.Elec.Demand_MW,2022-01-01 01:00:00,H,18.705050000,Total Campus Electric Demand,,,1/1/22 1:00 AM,FALSE
Campus.Elec.Demand_MW,2022-01-01 02:00:00,H,18.503427500,Total Campus Electric Demand,,,1/1/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-01 03:00:00,H,18.022545000,Total Campus Electric Demand,,,1/1/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-01 04:00:00,H,17.686352500,Total Campus Electric Demand,,,1/1/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-01 05:00:00,H,17.601665000,Total Campus Electric Demand,,,1/1/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-01 06:00:00,H,17.455477500,Total Campus Electric Demand,,,1/1/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-01 07:00:00,H,17.602487500,Total Campus Electric Demand,,,1/1/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-01 08:00:00,H,17.443580000,Total Campus Electric Demand,,,1/1/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-01 09:00:00,H,17.546282500,Total Campus Electric Demand,,,1/1/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-01 10:00:00,H,17.778175000,Total Campus Electric Demand,,,1/1/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-01 11:00:00,H,18.566917500,Total Campus Electric Demand,,,1/1/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-01 12:00:00,H,19.042847500,Total Campus Electric Demand,,,1/1/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-01 13:00:00,H,19.062712500,Total Campus Electric Demand,,,1/1/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-01 14:00:00,H,19.147637500,Total Campus Electric Demand,,,1/1/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-01 15:00:00,H,19.188765000,Total Campus Electric Demand,,,1/1/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-01 16:00:00,H,18.968515000,Total Campus Electric Demand,,,1/1/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-01 17:00:00,H,19.028647500,Total Campus Electric Demand,,,1/1/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-01 18:00:00,H,18.996382500,Total Campus Electric Demand,,,1/1/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-01 19:00:00,H,19.011970000,Total Campus Electric Demand,,,1/1/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-01 20:00:00,H,18.996942500,Total Campus Electric Demand,,,1/1/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-01 21:00:00,H,19.213070000,Total Campus Electric Demand,,,1/1/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-01 22:00:00,H,19.344150000,Total Campus Electric Demand,,,1/1/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-01 23:00:00,H,19.161245000,Total Campus Electric Demand,,,1/1/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-02 00:00:00,H,18.963545000,Total Campus Electric Demand,,,1/2/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-02 01:00:00,H,18.559052500,Total Campus Electric Demand,,,1/2/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-02 02:00:00,H,18.361570000,Total Campus Electric Demand,,,1/2/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-02 03:00:00,H,18.098875000,Total Campus Electric Demand,,,1/2/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-02 04:00:00,H,17.938327500,Total Campus Electric Demand,,,1/2/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-02 05:00:00,H,17.764347500,Total Campus Electric Demand,,,1/2/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-02 06:00:00,H,17.669153529,Total Campus Electric Demand,,,1/2/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-02 07:00:00,H,17.804298000,Total Campus Electric Demand,,,1/2/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-02 08:00:00,H,17.838080000,Total Campus Electric Demand,,,1/2/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-02 09:00:00,H,17.986867500,Total Campus Electric Demand,,,1/2/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-02 10:00:00,H,18.342760000,Total Campus Electric Demand,,,1/2/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-02 11:00:00,H,18.938595000,Total Campus Electric Demand,,,1/2/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-02 12:00:00,H,19.513985000,Total Campus Electric Demand,,,1/2/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-02 13:00:00,H,19.794445000,Total Campus Electric Demand,,,1/2/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-02 14:00:00,H,19.804195000,Total Campus Electric Demand,,,1/2/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-02 15:00:00,H,19.704475000,Total Campus Electric Demand,,,1/2/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-02 16:00:00,H,19.737197500,Total Campus Electric Demand,,,1/2/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-02 17:00:00,H,19.694642500,Total Campus Electric Demand,,,1/2/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-02 18:00:00,H,19.823112500,Total Campus Electric Demand,,,1/2/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-02 19:00:00,H,19.945075000,Total Campus Electric Demand,,,1/2/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-02 20:00:00,H,20.018010000,Total Campus Electric Demand,,,1/2/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-02 21:00:00,H,20.143787500,Total Campus Electric Demand,,,1/2/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-02 22:00:00,H,20.196572500,Total Campus Electric Demand,,,1/2/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-02 23:00:00,H,19.858745000,Total Campus Electric Demand,,,1/2/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-03 00:00:00,H,19.516567500,Total Campus Electric Demand,,,1/3/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-03 01:00:00,H,19.258435000,Total Campus Electric Demand,,,1/3/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-03 02:00:00,H,19.032017500,Total Campus Electric Demand,,,1/3/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-03 03:00:00,H,18.743085000,Total Campus Electric Demand,,,1/3/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-03 04:00:00,H,18.569467500,Total Campus Electric Demand,,,1/3/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-03 05:00:00,H,18.655825000,Total Campus Electric Demand,,,1/3/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-03 06:00:00,H,18.549522500,Total Campus Electric Demand,,,1/3/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-03 07:00:00,H,18.647020000,Total Campus Electric Demand,,,1/3/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-03 08:00:00,H,18.902647500,Total Campus Electric Demand,,,1/3/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-03 09:00:00,H,19.403007500,Total Campus Electric Demand,,,1/3/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-03 10:00:00,H,19.883515000,Total Campus Electric Demand,,,1/3/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-03 11:00:00,H,21.242625000,Total Campus Electric Demand,,,1/3/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-03 12:00:00,H,21.926787500,Total Campus Electric Demand,,,1/3/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-03 13:00:00,H,22.412892500,Total Campus Electric Demand,,,1/3/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-03 14:00:00,H,23.013845000,Total Campus Electric Demand,,,1/3/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-03 15:00:00,H,23.285490000,Total Campus Electric Demand,,,1/3/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-03 16:00:00,H,23.466117500,Total Campus Electric Demand,,,1/3/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-03 17:00:00,H,23.383537500,Total Campus Electric Demand,,,1/3/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-03 18:00:00,H,23.516297500,Total Campus Electric Demand,,,1/3/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-03 19:00:00,H,23.090822500,Total Campus Electric Demand,,,1/3/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-03 20:00:00,H,22.929390000,Total Campus Electric Demand,,,1/3/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-03 21:00:00,H,22.757422500,Total Campus Electric Demand,,,1/3/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-03 22:00:00,H,22.460302500,Total Campus Electric Demand,,,1/3/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-03 23:00:00,H,22.098215000,Total Campus Electric Demand,,,1/3/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-04 00:00:00,H,21.638767500,Total Campus Electric Demand,,,1/4/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-04 01:00:00,H,21.013480000,Total Campus Electric Demand,,,1/4/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-04 02:00:00,H,20.616202500,Total Campus Electric Demand,,,1/4/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-04 03:00:00,H,19.927042500,Total Campus Electric Demand,,,1/4/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-04 04:00:00,H,19.741735000,Total Campus Electric Demand,,,1/4/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-04 05:00:00,H,19.368347500,Total Campus Electric Demand,,,1/4/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-04 06:00:00,H,19.399637500,Total Campus Electric Demand,,,1/4/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-04 07:00:00,H,19.543032500,Total Campus Electric Demand,,,1/4/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-04 08:00:00,H,19.596030000,Total Campus Electric Demand,,,1/4/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-04 09:00:00,H,20.097510000,Total Campus Electric Demand,,,1/4/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-04 10:00:00,H,20.771192500,Total Campus Electric Demand,,,1/4/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-04 11:00:00,H,21.540295000,Total Campus Electric Demand,,,1/4/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-04 12:00:00,H,22.438887500,Total Campus Electric Demand,,,1/4/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-04 13:00:00,H,23.007715000,Total Campus Electric Demand,,,1/4/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-04 14:00:00,H,23.415872500,Total Campus Electric Demand,,,1/4/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-04 15:00:00,H,23.447495000,Total Campus Electric Demand,,,1/4/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-04 16:00:00,H,23.427320000,Total Campus Electric Demand,,,1/4/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-04 17:00:00,H,23.316192500,Total Campus Electric Demand,,,1/4/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-04 18:00:00,H,23.184940000,Total Campus Electric Demand,,,1/4/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-04 19:00:00,H,22.933542500,Total Campus Electric Demand,,,1/4/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-04 20:00:00,H,23.126207500,Total Campus Electric Demand,,,1/4/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-04 21:00:00,H,22.582477500,Total Campus Electric Demand,,,1/4/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-04 22:00:00,H,22.459610000,Total Campus Electric Demand,,,1/4/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-04 23:00:00,H,21.869720000,Total Campus Electric Demand,,,1/4/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-05 00:00:00,H,21.455487500,Total Campus Electric Demand,,,1/5/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-05 01:00:00,H,20.784062500,Total Campus Electric Demand,,,1/5/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-05 02:00:00,H,20.313397500,Total Campus Electric Demand,,,1/5/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-05 03:00:00,H,19.745935000,Total Campus Electric Demand,,,1/5/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-05 04:00:00,H,19.374182500,Total Campus Electric Demand,,,1/5/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-05 05:00:00,H,19.114515000,Total Campus Electric Demand,,,1/5/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-05 06:00:00,H,19.106497500,Total Campus Electric Demand,,,1/5/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-05 07:00:00,H,19.154125000,Total Campus Electric Demand,,,1/5/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-05 08:00:00,H,19.217945000,Total Campus Electric Demand,,,1/5/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-05 09:00:00,H,19.763430000,Total Campus Electric Demand,,,1/5/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-05 10:00:00,H,20.475475000,Total Campus Electric Demand,,,1/5/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-05 11:00:00,H,21.436845000,Total Campus Electric Demand,,,1/5/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-05 12:00:00,H,22.361390000,Total Campus Electric Demand,,,1/5/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-05 13:00:00,H,22.920325000,Total Campus Electric Demand,,,1/5/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-05 14:00:00,H,23.282017500,Total Campus Electric Demand,,,1/5/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-05 15:00:00,H,23.431965000,Total Campus Electric Demand,,,1/5/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-05 16:00:00,H,23.891100000,Total Campus Electric Demand,,,1/5/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-05 17:00:00,H,23.666110000,Total Campus Electric Demand,,,1/5/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-05 18:00:00,H,23.532242500,Total Campus Electric Demand,,,1/5/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-05 19:00:00,H,23.229057500,Total Campus Electric Demand,,,1/5/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-05 20:00:00,H,23.634367500,Total Campus Electric Demand,,,1/5/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-05 21:00:00,H,23.443422500,Total Campus Electric Demand,,,1/5/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-05 22:00:00,H,23.373205000,Total Campus Electric Demand,,,1/5/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-05 23:00:00,H,22.684112500,Total Campus Electric Demand,,,1/5/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-06 00:00:00,H,22.228742500,Total Campus Electric Demand,,,1/6/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-06 01:00:00,H,20.626557500,Total Campus Electric Demand,,,1/6/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-06 02:00:00,H,20.288990000,Total Campus Electric Demand,,,1/6/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-06 03:00:00,H,19.657857500,Total Campus Electric Demand,,,1/6/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-06 04:00:00,H,19.199390000,Total Campus Electric Demand,,,1/6/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-06 05:00:00,H,19.006855000,Total Campus Electric Demand,,,1/6/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-06 06:00:00,H,19.038540000,Total Campus Electric Demand,,,1/6/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-06 07:00:00,H,19.060797500,Total Campus Electric Demand,,,1/6/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-06 08:00:00,H,19.208492500,Total Campus Electric Demand,,,1/6/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-06 09:00:00,H,19.753397500,Total Campus Electric Demand,,,1/6/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-06 10:00:00,H,20.395037500,Total Campus Electric Demand,,,1/6/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-06 11:00:00,H,21.521582500,Total Campus Electric Demand,,,1/6/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-06 12:00:00,H,22.444202500,Total Campus Electric Demand,,,1/6/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-06 13:00:00,H,22.964567500,Total Campus Electric Demand,,,1/6/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-06 14:00:00,H,23.607840000,Total Campus Electric Demand,,,1/6/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-06 15:00:00,H,23.661840000,Total Campus Electric Demand,,,1/6/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-06 16:00:00,H,23.803110000,Total Campus Electric Demand,,,1/6/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-06 17:00:00,H,23.643257500,Total Campus Electric Demand,,,1/6/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-06 18:00:00,H,23.721787500,Total Campus Electric Demand,,,1/6/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-06 19:00:00,H,23.499087500,Total Campus Electric Demand,,,1/6/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-06 20:00:00,H,23.270427500,Total Campus Electric Demand,,,1/6/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-06 21:00:00,H,23.047630000,Total Campus Electric Demand,,,1/6/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-06 22:00:00,H,23.389322500,Total Campus Electric Demand,,,1/6/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-06 23:00:00,H,23.064222500,Total Campus Electric Demand,,,1/6/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-07 00:00:00,H,23.087910000,Total Campus Electric Demand,,,1/7/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-07 01:00:00,H,22.003647500,Total Campus Electric Demand,,,1/7/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-07 02:00:00,H,21.583617500,Total Campus Electric Demand,,,1/7/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-07 03:00:00,H,20.807675000,Total Campus Electric Demand,,,1/7/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-07 04:00:00,H,20.590185000,Total Campus Electric Demand,,,1/7/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-07 05:00:00,H,20.224677500,Total Campus Electric Demand,,,1/7/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-07 06:00:00,H,20.209932500,Total Campus Electric Demand,,,1/7/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-07 07:00:00,H,20.310142500,Total Campus Electric Demand,,,1/7/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-07 08:00:00,H,20.320982500,Total Campus Electric Demand,,,1/7/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-07 09:00:00,H,20.882257500,Total Campus Electric Demand,,,1/7/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-07 10:00:00,H,21.445940000,Total Campus Electric Demand,,,1/7/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-07 11:00:00,H,22.772567500,Total Campus Electric Demand,,,1/7/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-07 12:00:00,H,23.471837500,Total Campus Electric Demand,,,1/7/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-07 13:00:00,H,23.525130000,Total Campus Electric Demand,,,1/7/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-07 14:00:00,H,23.457460000,Total Campus Electric Demand,,,1/7/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-07 15:00:00,H,23.549520714,Total Campus Electric Demand,,,1/7/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-07 16:00:00,H,23.853395333,Total Campus Electric Demand,,,1/7/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-07 17:00:00,H,23.791557500,Total Campus Electric Demand,,,1/7/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-07 18:00:00,H,23.543430000,Total Campus Electric Demand,,,1/7/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-07 19:00:00,H,23.503180000,Total Campus Electric Demand,,,1/7/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-07 20:00:00,H,23.505224705,Total Campus Electric Demand,,,1/7/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-07 21:00:00,H,23.922808000,Total Campus Electric Demand,,,1/7/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-07 22:00:00,H,23.330675000,Total Campus Electric Demand,,,1/7/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-07 23:00:00,H,22.823400000,Total Campus Electric Demand,,,1/7/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-08 00:00:00,H,22.583747500,Total Campus Electric Demand,,,1/8/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-08 01:00:00,H,21.191450000,Total Campus Electric Demand,,,1/8/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-08 02:00:00,H,20.835955000,Total Campus Electric Demand,,,1/8/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-08 03:00:00,H,20.149962500,Total Campus Electric Demand,,,1/8/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-08 04:00:00,H,19.811358750,Total Campus Electric Demand,,,1/8/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-08 05:00:00,H,19.548565000,Total Campus Electric Demand,,,1/8/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-08 06:00:00,H,19.525040000,Total Campus Electric Demand,,,1/8/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-08 07:00:00,H,19.519385000,Total Campus Electric Demand,,,1/8/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-08 08:00:00,H,19.631512500,Total Campus Electric Demand,,,1/8/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-08 09:00:00,H,19.979802500,Total Campus Electric Demand,,,1/8/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-08 10:00:00,H,20.317057500,Total Campus Electric Demand,,,1/8/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-08 11:00:00,H,21.131617500,Total Campus Electric Demand,,,1/8/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-08 12:00:00,H,21.387292500,Total Campus Electric Demand,,,1/8/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-08 13:00:00,H,21.358925000,Total Campus Electric Demand,,,1/8/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-08 14:00:00,H,21.605670000,Total Campus Electric Demand,,,1/8/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-08 15:00:00,H,21.466877500,Total Campus Electric Demand,,,1/8/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-08 16:00:00,H,22.272190000,Total Campus Electric Demand,,,1/8/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-08 17:00:00,H,22.211925000,Total Campus Electric Demand,,,1/8/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-08 18:00:00,H,22.205777500,Total Campus Electric Demand,,,1/8/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-08 19:00:00,H,22.461700000,Total Campus Electric Demand,,,1/8/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-08 20:00:00,H,22.669777500,Total Campus Electric Demand,,,1/8/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-08 21:00:00,H,22.739662500,Total Campus Electric Demand,,,1/8/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-08 22:00:00,H,22.933242500,Total Campus Electric Demand,,,1/8/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-08 23:00:00,H,22.580880000,Total Campus Electric Demand,,,1/8/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-09 00:00:00,H,22.020752500,Total Campus Electric Demand,,,1/9/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-09 01:00:00,H,21.724507500,Total Campus Electric Demand,,,1/9/22 1:00 AM,
Campus.Elec.Demand_MW,2022-01-09 02:00:00,H,21.329550000,Total Campus Electric Demand,,,1/9/22 2:00 AM,
Campus.Elec.Demand_MW,2022-01-09 03:00:00,H,20.701637500,Total Campus Electric Demand,,,1/9/22 3:00 AM,
Campus.Elec.Demand_MW,2022-01-09 04:00:00,H,20.306262500,Total Campus Electric Demand,,,1/9/22 4:00 AM,
Campus.Elec.Demand_MW,2022-01-09 05:00:00,H,20.100182500,Total Campus Electric Demand,,,1/9/22 5:00 AM,
Campus.Elec.Demand_MW,2022-01-09 06:00:00,H,20.007045000,Total Campus Electric Demand,,,1/9/22 6:00 AM,
Campus.Elec.Demand_MW,2022-01-09 07:00:00,H,19.926555000,Total Campus Electric Demand,,,1/9/22 7:00 AM,
Campus.Elec.Demand_MW,2022-01-09 08:00:00,H,20.013132500,Total Campus Electric Demand,,,1/9/22 8:00 AM,
Campus.Elec.Demand_MW,2022-01-09 09:00:00,H,20.463275000,Total Campus Electric Demand,,,1/9/22 9:00 AM,
Campus.Elec.Demand_MW,2022-01-09 10:00:00,H,20.763051875,Total Campus Electric Demand,,,1/9/22 10:00 AM,
Campus.Elec.Demand_MW,2022-01-09 11:00:00,H,21.493462500,Total Campus Electric Demand,,,1/9/22 11:00 AM,
Campus.Elec.Demand_MW,2022-01-09 12:00:00,H,21.970147142,Total Campus Electric Demand,,,1/9/22 12:00 PM,
Campus.Elec.Demand_MW,2022-01-09 13:00:00,H,22.094672500,Total Campus Electric Demand,,,1/9/22 1:00 PM,
Campus.Elec.Demand_MW,2022-01-09 14:00:00,H,22.159647500,Total Campus Electric Demand,,,1/9/22 2:00 PM,
Campus.Elec.Demand_MW,2022-01-09 15:00:00,H,22.226237500,Total Campus Electric Demand,,,1/9/22 3:00 PM,
Campus.Elec.Demand_MW,2022-01-09 16:00:00,H,22.205662500,Total Campus Electric Demand,,,1/9/22 4:00 PM,
Campus.Elec.Demand_MW,2022-01-09 17:00:00,H,22.356370000,Total Campus Electric Demand,,,1/9/22 5:00 PM,
Campus.Elec.Demand_MW,2022-01-09 18:00:00,H,22.276222500,Total Campus Electric Demand,,,1/9/22 6:00 PM,
Campus.Elec.Demand_MW,2022-01-09 19:00:00,H,22.253302500,Total Campus Electric Demand,,,1/9/22 7:00 PM,
Campus.Elec.Demand_MW,2022-01-09 20:00:00,H,22.280120000,Total Campus Electric Demand,,,1/9/22 8:00 PM,
Campus.Elec.Demand_MW,2022-01-09 21:00:00,H,22.064572500,Total Campus Electric Demand,,,1/9/22 9:00 PM,
Campus.Elec.Demand_MW,2022-01-09 22:00:00,H,22.320730000,Total Campus Electric Demand,,,1/9/22 10:00 PM,
Campus.Elec.Demand_MW,2022-01-09 23:00:00,H,22.059540000,Total Campus Electric Demand,,,1/9/22 11:00 PM,
Campus.Elec.Demand_MW,2022-01-10 00:00:00,H,21.741312500,Total Campus Electric Demand,,,1/10/22 12:00 AM,
Campus.Elec.Demand_MW,2022-01-10 01:00:00,H,21.349925000,Total Campus Electric Demand,,,1/10/22 1:00 AM,
